origen,destino,costo,FECHA HORA salida,Fecha hora llegada
YLW,YYC,506,03/10/2016 10:35:00,04/10/2016 00:59:00
YLW,YYC,505,03/10/2016 19:23:00,04/10/2016 07:23:00
YLW,YYC,472,03/10/2016 22:42:00,04/10/2016 03:30:00
YLW,YYC,579,04/10/2016 00:49:00,04/10/2016 05:37:00
YLW,YYC,666,04/10/2016 06:07:00,05/10/2016 01:19:00
YLW,YYC,292,04/10/2016 06:10:00,04/10/2016 22:58:00
YLW,YYC,405,04/10/2016 20:46:00,05/10/2016 15:58:00
YLW,YYJ,969,01/10/2016 05:51:00,01/10/2016 08:15:00
YLW,YYJ,448,01/10/2016 13:40:00,02/10/2016 06:28:00
YLW,YYJ,614,02/10/2016 01:36:00,02/10/2016 20:48:00
YLW,YYJ,488,02/10/2016 06:04:00,02/10/2016 20:28:00
YLW,YYJ,288,02/10/2016 10:16:00,02/10/2016 17:28:00
YLW,YYJ,388,02/10/2016 20:37:00,03/10/2016 15:49:00
YLW,YYJ,496,03/10/2016 16:36:00,04/10/2016 11:48:00
YLW,YYJ,709,04/10/2016 01:31:00,04/10/2016 03:55:00
YLW,YYJ,139,04/10/2016 05:49:00,04/10/2016 08:13:00
YLW,YYJ,783,04/10/2016 06:08:00,04/10/2016 08:32:00
YLW,YYJ,488,04/10/2016 09:02:00,04/10/2016 16:14:00
YLW,YYZ,932,01/10/2016 16:00:00,02/10/2016 06:24:00
YLW,YYZ,705,01/10/2016 18:16:00,02/10/2016 01:28:00
YLW,YYZ,974,02/10/2016 07:30:00,03/10/2016 02:42:00
YLW,YYZ,356,02/10/2016 18:08:00,02/10/2016 20:32:00
YLW,YYZ,828,03/10/2016 08:49:00,03/10/2016 11:13:00
YLW,YYZ,589,03/10/2016 14:35:00,03/10/2016 21:47:00
YLW,YYZ,812,03/10/2016 16:24:00,03/10/2016 21:12:00
YLW,YYZ,614,03/10/2016 18:47:00,04/10/2016 06:47:00
YLW,YYZ,925,04/10/2016 00:06:00,04/10/2016 09:42:00
YLW,YYZ,247,04/10/2016 01:01:00,04/10/2016 13:01:00
YLW,YYZ,143,04/10/2016 02:43:00,04/10/2016 09:55:00
YMM,YEG,877,01/10/2016 05:07:00,02/10/2016 00:19:00
YMM,YEG,685,01/10/2016 14:44:00,01/10/2016 19:32:00
YMM,YEG,111,01/10/2016 22:43:00,02/10/2016 05:55:00
YMM,YEG,565,01/10/2016 23:52:00,02/10/2016 11:52:00
YMM,YEG,212,02/10/2016 02:58:00,02/10/2016 19:46:00
YMM,YEG,811,02/10/2016 07:09:00,03/10/2016 02:21:00
YMM,YEG,541,02/10/2016 09:08:00,02/10/2016 21:08:00
YMM,YEG,532,02/10/2016 10:14:00,03/10/2016 00:38:00
YMM,YEG,191,02/10/2016 13:51:00,02/10/2016 23:27:00
YMM,YEG,302,02/10/2016 19:38:00,02/10/2016 22:02:00
YMM,YEG,769,02/10/2016 22:24:00,03/10/2016 05:36:00
YMM,YEG,271,02/10/2016 23:30:00,03/10/2016 06:42:00
YMM,YEG,862,02/10/2016 23:58:00,03/10/2016 11:58:00
YMM,YEG,556,03/10/2016 02:12:00,03/10/2016 04:36:00
YMM,YEG,994,03/10/2016 04:50:00,03/10/2016 21:38:00
YMM,YEG,684,03/10/2016 05:04:00,03/10/2016 17:04:00
YMM,YEG,874,03/10/2016 07:23:00,04/10/2016 02:35:00
YMM,YEG,701,03/10/2016 10:35:00,03/10/2016 17:47:00
YMM,YEG,121,03/10/2016 10:50:00,03/10/2016 18:02:00
YMM,YEG,981,03/10/2016 11:24:00,03/10/2016 18:36:00
YMM,YEG,476,03/10/2016 15:46:00,04/10/2016 03:46:00
YMM,YEG,809,03/10/2016 17:48:00,04/10/2016 10:36:00
YMM,YEG,109,03/10/2016 19:24:00,04/10/2016 02:36:00
YMM,YEG,568,03/10/2016 21:24:00,04/10/2016 16:36:00
YMM,YEG,838,03/10/2016 22:48:00,04/10/2016 06:00:00
YMM,YEG,1000,03/10/2016 23:00:00,04/10/2016 11:00:00
YMM,YEG,542,03/10/2016 23:58:00,04/10/2016 11:58:00
YMM,YEG,380,04/10/2016 08:05:00,04/10/2016 20:05:00
YMM,YEG,111,04/10/2016 12:16:00,05/10/2016 02:40:00
YMM,YEG,542,04/10/2016 21:51:00,05/10/2016 02:39:00
YMM,YEG,160,04/10/2016 22:23:00,05/10/2016 07:59:00
YMM,YEG,435,04/10/2016 22:51:00,05/10/2016 15:39:00
YMM,YEG,941,04/10/2016 23:48:00,05/10/2016 04:36:00
YMM,YPY,297,01/10/2016 09:01:00,01/10/2016 21:01:00
YMM,YPY,571,01/10/2016 17:45:00,01/10/2016 20:09:00
YMM,YPY,285,01/10/2016 23:46:00,02/10/2016 16:34:00
YMM,YPY,232,02/10/2016 05:15:00,02/10/2016 07:39:00
YMM,YPY,389,02/10/2016 07:34:00,02/10/2016 17:10:00
YMM,YPY,268,02/10/2016 10:22:00,03/10/2016 00:46:00
YMM,YPY,970,03/10/2016 07:45:00,03/10/2016 19:45:00
YMM,YPY,585,04/10/2016 01:38:00,04/10/2016 16:02:00
YMM,YPY,994,04/10/2016 02:26:00,04/10/2016 09:38:00
YMM,YPY,602,04/10/2016 06:30:00,04/10/2016 16:06:00
YMM,YPY,837,04/10/2016 15:04:00,04/10/2016 22:16:00
YMM,YQF,780,01/10/2016 07:17:00,02/10/2016 02:29:00
YMM,YQF,668,01/10/2016 22:40:00,02/10/2016 01:04:00
YMM,YQF,548,02/10/2016 03:36:00,02/10/2016 20:24:00
YMM,YQF,453,03/10/2016 03:54:00,03/10/2016 15:54:00
YMM,YQF,464,03/10/2016 09:20:00,03/10/2016 23:44:00
YMM,YQF,908,04/10/2016 01:05:00,04/10/2016 05:53:00
YMM,YQF,943,04/10/2016 04:47:00,04/10/2016 23:59:00
YMM,YQF,879,04/10/2016 06:09:00,05/10/2016 01:21:00
YMM,YQF,257,04/10/2016 15:52:00,04/10/2016 20:40:00
YMM,YQF,920,04/10/2016 16:14:00,04/10/2016 23:26:00
YMM,YQF,662,04/10/2016 19:42:00,05/10/2016 02:54:00
YMM,YVR,472,01/10/2016 01:12:00,01/10/2016 08:24:00
YMM,YVR,769,01/10/2016 02:01:00,01/10/2016 09:13:00
YMM,YVR,527,01/10/2016 04:42:00,01/10/2016 19:06:00
YMM,YVR,945,01/10/2016 19:51:00,02/10/2016 07:51:00
YMM,YVR,206,02/10/2016 01:34:00,02/10/2016 03:58:00
YMM,YVR,960,02/10/2016 10:37:00,02/10/2016 13:01:00
YMM,YVR,665,03/10/2016 05:26:00,03/10/2016 07:50:00
YMM,YVR,604,03/10/2016 12:56:00,03/10/2016 20:08:00
YMM,YVR,649,03/10/2016 20:25:00,04/10/2016 13:13:00
YMM,YVR,619,04/10/2016 04:42:00,04/10/2016 21:30:00
YMM,YVR,360,04/10/2016 19:44:00,05/10/2016 05:20:00
YMM,YYC,151,01/10/2016 06:43:00,01/10/2016 13:55:00
YMM,YYC,289,01/10/2016 08:43:00,02/10/2016 03:55:00
YMM,YYC,430,01/10/2016 12:47:00,01/10/2016 19:59:00
YMM,YYC,229,01/10/2016 13:30:00,01/10/2016 23:06:00
YMM,YYC,276,02/10/2016 01:42:00,02/10/2016 04:06:00
YMM,YYC,527,02/10/2016 02:11:00,02/10/2016 16:35:00
YMM,YYC,871,02/10/2016 06:08:00,02/10/2016 15:44:00
YMM,YYC,765,02/10/2016 10:53:00,02/10/2016 18:05:00
YMM,YYC,494,02/10/2016 12:38:00,02/10/2016 17:26:00
YMM,YYC,127,02/10/2016 19:21:00,03/10/2016 12:09:00
YMM,YYC,238,02/10/2016 21:37:00,03/10/2016 09:37:00
YMM,YYC,597,03/10/2016 03:09:00,03/10/2016 12:45:00
YMM,YYC,197,03/10/2016 03:38:00,03/10/2016 08:26:00
YMM,YYC,711,03/10/2016 04:47:00,03/10/2016 16:47:00
YMM,YYC,748,03/10/2016 19:44:00,04/10/2016 14:56:00
YMM,YYC,295,04/10/2016 05:51:00,04/10/2016 15:27:00
YMM,YYC,648,04/10/2016 09:10:00,04/10/2016 16:22:00
YMM,YYC,769,04/10/2016 09:36:00,04/10/2016 16:48:00
YMM,YYC,707,04/10/2016 13:27:00,05/10/2016 01:27:00
YMM,YYC,988,04/10/2016 13:47:00,05/10/2016 01:47:00
YMM,YYC,249,04/10/2016 23:27:00,05/10/2016 18:39:00
YMM,YYC,154,04/10/2016 23:57:00,05/10/2016 02:21:00
YMM,YYZ,340,01/10/2016 02:35:00,01/10/2016 04:59:00
YMM,YYZ,308,01/10/2016 03:20:00,01/10/2016 15:20:00
YMM,YYZ,543,01/10/2016 03:21:00,01/10/2016 17:45:00
YMM,YYZ,511,01/10/2016 07:10:00,01/10/2016 16:46:00
YMM,YYZ,202,01/10/2016 15:01:00,01/10/2016 17:25:00
YMM,YYZ,433,01/10/2016 15:19:00,02/10/2016 08:07:00
YMM,YYZ,269,01/10/2016 15:21:00,02/10/2016 00:57:00
YMM,YYZ,478,01/10/2016 16:57:00,02/10/2016 07:21:00
YMM,YYZ,517,01/10/2016 20:02:00,02/10/2016 15:14:00
YMM,YYZ,632,02/10/2016 04:56:00,02/10/2016 14:32:00
YMM,YYZ,272,02/10/2016 09:49:00,03/10/2016 00:13:00
YMM,YYZ,741,02/10/2016 14:09:00,02/10/2016 23:45:00
YMM,YYZ,916,02/10/2016 22:41:00,03/10/2016 01:05:00
YMM,YYZ,515,03/10/2016 00:40:00,03/10/2016 03:04:00
YMM,YYZ,654,03/10/2016 02:15:00,03/10/2016 21:27:00
YMM,YYZ,923,03/10/2016 07:48:00,03/10/2016 12:36:00
YMM,YYZ,494,03/10/2016 07:52:00,03/10/2016 19:52:00
YMM,YYZ,271,03/10/2016 12:42:00,03/10/2016 19:54:00
YMM,YYZ,127,03/10/2016 20:15:00,04/10/2016 10:39:00
YMM,YYZ,324,04/10/2016 08:35:00,04/10/2016 18:11:00
YMM,YYZ,779,04/10/2016 09:12:00,04/10/2016 23:36:00
YMM,YYZ,834,04/10/2016 21:26:00,05/10/2016 16:38:00
YMO,YTS,384,01/10/2016 03:02:00,01/10/2016 07:50:00
YMO,YTS,695,02/10/2016 07:15:00,02/10/2016 14:27:00
YMO,YTS,426,03/10/2016 00:27:00,03/10/2016 12:27:00
YMO,YTS,189,03/10/2016 06:12:00,03/10/2016 11:00:00
YMO,YTS,810,03/10/2016 10:25:00,03/10/2016 22:25:00
YMO,YTS,555,03/10/2016 10:52:00,03/10/2016 18:04:00
YMO,YTS,215,03/10/2016 21:48:00,04/10/2016 02:36:00
YMO,YTS,166,04/10/2016 17:14:00,05/10/2016 12:26:00
YMO,YTS,650,04/10/2016 19:41:00,05/10/2016 07:41:00
YMO,YTS,179,04/10/2016 21:30:00,05/10/2016 11:54:00
YMO,YTS,951,04/10/2016 23:42:00,05/10/2016 06:54:00
YNA,YZV,104,01/10/2016 02:20:00,01/10/2016 04:44:00
YNA,YZV,160,01/10/2016 15:05:00,02/10/2016 07:53:00
YNA,YZV,283,01/10/2016 16:32:00,02/10/2016 04:32:00
YNA,YZV,393,01/10/2016 19:04:00,01/10/2016 21:28:00
YNA,YZV,437,02/10/2016 03:13:00,02/10/2016 22:25:00
YNA,YZV,174,02/10/2016 14:10:00,02/10/2016 21:22:00
YNA,YZV,334,03/10/2016 01:36:00,03/10/2016 20:48:00
YNA,YZV,266,03/10/2016 06:47:00,03/10/2016 16:23:00
YNA,YZV,521,03/10/2016 08:10:00,03/10/2016 15:22:00
YNA,YZV,761,03/10/2016 08:43:00,03/10/2016 18:19:00
YNA,YZV,239,03/10/2016 13:21:00,03/10/2016 22:57:00
YNA,YZV,403,03/10/2016 14:25:00,04/10/2016 07:13:00
YNA,YZV,645,03/10/2016 17:15:00,04/10/2016 10:03:00
YNA,YZV,402,03/10/2016 18:46:00,03/10/2016 23:34:00
YNA,YZV,424,03/10/2016 19:17:00,04/10/2016 07:17:00
YNA,YZV,930,03/10/2016 22:17:00,04/10/2016 15:05:00
YNA,YZV,813,04/10/2016 03:57:00,04/10/2016 11:09:00
YNA,YZV,623,04/10/2016 03:59:00,04/10/2016 20:47:00
YNA,YZV,337,04/10/2016 13:11:00,05/10/2016 08:23:00
YNA,YZV,717,04/10/2016 14:30:00,04/10/2016 16:54:00
YNA,YZV,332,04/10/2016 17:23:00,05/10/2016 07:47:00
YNA,YZV,111,04/10/2016 18:28:00,05/10/2016 01:40:00
YNA,ZKG,577,01/10/2016 08:41:00,01/10/2016 13:29:00
YNA,ZKG,101,01/10/2016 10:23:00,01/10/2016 15:11:00
YNA,ZKG,752,01/10/2016 11:17:00,01/10/2016 20:53:00
YNA,ZKG,873,01/10/2016 22:41:00,02/10/2016 13:05:00
YNA,ZKG,108,02/10/2016 06:14:00,02/10/2016 20:38:00
YNA,ZKG,771,02/10/2016 20:06:00,03/10/2016 03:18:00
YNA,ZKG,926,03/10/2016 02:24:00,03/10/2016 21:36:00
YNA,ZKG,512,03/10/2016 20:22:00,04/10/2016 10:46:00
YNA,ZKG,538,03/10/2016 22:08:00,04/10/2016 10:08:00
YNA,ZKG,279,03/10/2016 23:42:00,04/10/2016 11:42:00
YNA,ZKG,392,04/10/2016 05:00:00,04/10/2016 14:36:00
YOJ,YEG,814,01/10/2016 04:02:00,01/10/2016 11:14:00
YOJ,YEG,314,01/10/2016 12:34:00,01/10/2016 19:46:00
YOJ,YEG,845,01/10/2016 18:40:00,02/10/2016 04:16:00
YOJ,YEG,867,01/10/2016 23:33:00,02/10/2016 04:21:00
YOJ,YEG,756,02/10/2016 14:11:00,02/10/2016 23:47:00
YOJ,YEG,333,02/10/2016 14:50:00,03/10/2016 07:38:00
YOJ,YEG,210,03/10/2016 16:13:00,04/10/2016 09:01:00
YOJ,YEG,577,04/10/2016 06:49:00,04/10/2016 23:37:00
YOJ,YEG,243,04/10/2016 08:51:00,04/10/2016 23:15:00
YOJ,YEG,575,04/10/2016 09:00:00,04/10/2016 23:24:00
YOJ,YEG,347,04/10/2016 23:07:00,05/10/2016 08:43:00
YOJ,YOP,124,01/10/2016 00:05:00,01/10/2016 04:53:00
YOJ,YOP,157,01/10/2016 15:01:00,02/10/2016 03:01:00
YOJ,YOP,197,01/10/2016 17:05:00,02/10/2016 05:05:00
YOJ,YOP,216,02/10/2016 21:54:00,03/10/2016 14:42:00
YOJ,YOP,815,03/10/2016 03:24:00,03/10/2016 08:12:00
YOJ,YOP,408,03/10/2016 04:20:00,03/10/2016 16:20:00
YOJ,YOP,593,03/10/2016 05:22:00,04/10/2016 00:34:00
YOJ,YOP,345,03/10/2016 18:19:00,03/10/2016 20:43:00
YOJ,YOP,923,04/10/2016 03:22:00,04/10/2016 05:46:00
YOJ,YOP,987,04/10/2016 15:19:00,05/10/2016 10:31:00
YOJ,YOP,677,04/10/2016 20:38:00,05/10/2016 06:14:00
YOP,YEG,284,01/10/2016 01:25:00,01/10/2016 15:49:00
YOP,YEG,846,01/10/2016 04:16:00,01/10/2016 06:40:00
YOP,YEG,499,01/10/2016 10:59:00,01/10/2016 22:59:00
YOP,YEG,849,01/10/2016 12:29:00,02/10/2016 02:53:00
YOP,YEG,429,01/10/2016 14:01:00,02/10/2016 04:25:00
YOP,YEG,275,01/10/2016 16:37:00,02/10/2016 02:13:00
YOP,YEG,170,02/10/2016 01:57:00,02/10/2016 21:09:00
YOP,YEG,498,03/10/2016 06:32:00,03/10/2016 20:56:00
YOP,YEG,936,04/10/2016 09:39:00,05/10/2016 04:51:00
YOP,YEG,474,04/10/2016 21:30:00,05/10/2016 14:18:00
YOP,YEG,427,04/10/2016 23:56:00,05/10/2016 14:20:00
YOP,YOJ,939,01/10/2016 07:35:00,01/10/2016 09:59:00
YOP,YOJ,721,01/10/2016 18:17:00,02/10/2016 11:05:00
YOP,YOJ,519,02/10/2016 00:20:00,02/10/2016 12:20:00
YOP,YOJ,635,02/10/2016 08:16:00,02/10/2016 10:40:00
YOP,YOJ,281,02/10/2016 08:52:00,02/10/2016 16:04:00
YOP,YOJ,201,02/10/2016 18:09:00,03/10/2016 08:33:00
YOP,YOJ,307,03/10/2016 22:13:00,04/10/2016 12:37:00
YOP,YOJ,937,04/10/2016 06:50:00,04/10/2016 09:14:00
YOP,YOJ,509,04/10/2016 13:17:00,05/10/2016 01:17:00
YOP,YOJ,792,04/10/2016 18:40:00,05/10/2016 09:04:00
YOP,YOJ,574,04/10/2016 23:15:00,05/10/2016 18:27:00
YOW,YEG,494,01/10/2016 01:16:00,01/10/2016 06:04:00
YOW,YEG,621,01/10/2016 04:05:00,01/10/2016 13:41:00
YOW,YEG,903,01/10/2016 06:36:00,01/10/2016 11:24:00
YOW,YEG,583,01/10/2016 09:13:00,01/10/2016 18:49:00
YOW,YEG,797,01/10/2016 13:51:00,01/10/2016 23:27:00
YOW,YEG,135,01/10/2016 20:34:00,02/10/2016 06:10:00
YOW,YEG,472,01/10/2016 22:44:00,02/10/2016 05:56:00
YOW,YEG,403,01/10/2016 23:37:00,02/10/2016 11:37:00
YOW,YEG,896,02/10/2016 04:04:00,02/10/2016 13:40:00
YOW,YEG,754,02/10/2016 09:57:00,03/10/2016 05:09:00
YOW,YEG,930,02/10/2016 19:07:00,03/10/2016 04:43:00
YOW,YEG,904,02/10/2016 21:34:00,02/10/2016 23:58:00
YOW,YEG,607,03/10/2016 03:05:00,03/10/2016 19:53:00
YOW,YEG,114,03/10/2016 07:05:00,03/10/2016 23:53:00
YOW,YEG,887,03/10/2016 14:03:00,03/10/2016 23:39:00
YOW,YEG,174,03/10/2016 20:33:00,03/10/2016 22:57:00
YOW,YEG,370,04/10/2016 07:17:00,04/10/2016 14:29:00
YOW,YEG,181,04/10/2016 08:26:00,05/10/2016 01:14:00
YOW,YEG,897,04/10/2016 09:56:00,04/10/2016 14:44:00
YOW,YEG,885,04/10/2016 12:25:00,05/10/2016 02:49:00
YOW,YEG,619,04/10/2016 21:33:00,04/10/2016 23:57:00
YOW,YEG,318,04/10/2016 22:47:00,05/10/2016 15:35:00
YOW,YFB,387,01/10/2016 02:13:00,01/10/2016 09:25:00
YOW,YFB,239,01/10/2016 03:44:00,01/10/2016 15:44:00
YOW,YFB,907,01/10/2016 05:38:00,01/10/2016 12:50:00
YOW,YFB,305,01/10/2016 08:39:00,02/10/2016 03:51:00
YOW,YFB,629,01/10/2016 10:05:00,02/10/2016 00:29:00
YOW,YFB,694,01/10/2016 14:12:00,01/10/2016 16:36:00
YOW,YFB,121,01/10/2016 14:26:00,02/10/2016 04:50:00
YOW,YFB,582,01/10/2016 22:38:00,02/10/2016 08:14:00
YOW,YFB,152,02/10/2016 00:29:00,02/10/2016 07:41:00
YOW,YFB,807,02/10/2016 01:39:00,02/10/2016 04:03:00
YOW,YFB,270,02/10/2016 02:09:00,02/10/2016 06:57:00
YOW,YFB,550,02/10/2016 03:39:00,02/10/2016 20:27:00
YOW,YFB,509,02/10/2016 17:37:00,03/10/2016 03:13:00
YOW,YFB,836,02/10/2016 18:11:00,03/10/2016 03:47:00
YOW,YFB,681,03/10/2016 03:05:00,03/10/2016 10:17:00
YOW,YFB,151,03/10/2016 03:31:00,03/10/2016 13:07:00
YOW,YFB,805,03/10/2016 04:02:00,03/10/2016 08:50:00
YOW,YFB,647,03/10/2016 09:03:00,04/10/2016 04:15:00
YOW,YFB,352,03/10/2016 11:20:00,03/10/2016 18:32:00
YOW,YFB,695,03/10/2016 12:43:00,03/10/2016 17:31:00
YOW,YFB,814,03/10/2016 13:45:00,04/10/2016 01:45:00
YOW,YFB,919,03/10/2016 15:13:00,04/10/2016 08:01:00
YOW,YFB,753,03/10/2016 20:29:00,04/10/2016 10:53:00
YOW,YFB,148,04/10/2016 01:19:00,04/10/2016 18:07:00
YOW,YFB,793,04/10/2016 03:41:00,04/10/2016 18:05:00
YOW,YFB,419,04/10/2016 04:22:00,04/10/2016 13:58:00
YOW,YFB,277,04/10/2016 07:20:00,04/10/2016 16:56:00
YOW,YFB,537,04/10/2016 10:54:00,04/10/2016 20:30:00
YOW,YFB,314,04/10/2016 12:11:00,04/10/2016 16:59:00
YOW,YFB,537,04/10/2016 14:12:00,05/10/2016 09:24:00
YOW,YFB,755,04/10/2016 15:00:00,05/10/2016 07:48:00
YOW,YFB,272,04/10/2016 15:37:00,04/10/2016 22:49:00
YOW,YFB,236,04/10/2016 15:52:00,05/10/2016 08:40:00
YOW,YFC,999,01/10/2016 00:02:00,01/10/2016 02:26:00
YOW,YFC,172,01/10/2016 09:15:00,01/10/2016 23:39:00
YOW,YFC,691,03/10/2016 17:19:00,04/10/2016 05:19:00
YOW,YFC,246,03/10/2016 19:05:00,03/10/2016 21:29:00
YOW,YFC,564,04/10/2016 05:14:00,04/10/2016 19:38:00
YOW,YFC,829,04/10/2016 08:43:00,04/10/2016 15:55:00
YOW,YFC,251,04/10/2016 10:05:00,04/10/2016 17:17:00
YOW,YFC,730,04/10/2016 10:44:00,05/10/2016 03:32:00
YOW,YFC,977,04/10/2016 11:45:00,04/10/2016 21:21:00
YOW,YFC,613,04/10/2016 21:13:00,04/10/2016 23:37:00
YOW,YFC,199,04/10/2016 21:57:00,05/10/2016 07:33:00
YOW,YHZ,453,01/10/2016 02:23:00,01/10/2016 19:11:00
YOW,YHZ,897,01/10/2016 04:15:00,01/10/2016 16:15:00
YOW,YHZ,136,01/10/2016 07:06:00,01/10/2016 16:42:00
YOW,YHZ,984,01/10/2016 17:04:00,02/10/2016 05:04:00
YOW,YHZ,617,02/10/2016 00:02:00,02/10/2016 14:26:00
YOW,YHZ,203,02/10/2016 00:55:00,02/10/2016 15:19:00
YOW,YHZ,759,02/10/2016 01:36:00,02/10/2016 11:12:00
YOW,YHZ,599,02/10/2016 01:52:00,02/10/2016 16:16:00
YOW,YHZ,991,02/10/2016 03:46:00,02/10/2016 15:46:00
YOW,YHZ,946,02/10/2016 05:54:00,02/10/2016 10:42:00
YOW,YHZ,265,02/10/2016 05:57:00,02/10/2016 22:45:00
YOW,YHZ,429,02/10/2016 10:31:00,02/10/2016 12:55:00
YOW,YHZ,751,02/10/2016 12:29:00,02/10/2016 14:53:00
YOW,YHZ,512,02/10/2016 12:37:00,02/10/2016 15:01:00
YOW,YHZ,550,02/10/2016 15:23:00,03/10/2016 05:47:00
YOW,YHZ,593,02/10/2016 17:44:00,03/10/2016 00:56:00
YOW,YHZ,820,02/10/2016 18:31:00,03/10/2016 01:43:00
YOW,YHZ,853,03/10/2016 03:47:00,03/10/2016 22:59:00
YOW,YHZ,324,03/10/2016 05:03:00,03/10/2016 12:15:00
YOW,YHZ,395,03/10/2016 08:48:00,03/10/2016 20:48:00
YOW,YHZ,703,03/10/2016 09:18:00,03/10/2016 23:42:00
YOW,YHZ,173,03/10/2016 16:03:00,04/10/2016 01:39:00
YOW,YHZ,851,03/10/2016 21:15:00,03/10/2016 23:39:00
YOW,YHZ,768,03/10/2016 21:46:00,04/10/2016 00:10:00
YOW,YHZ,763,03/10/2016 23:48:00,04/10/2016 02:12:00
YOW,YHZ,220,04/10/2016 06:14:00,04/10/2016 20:38:00
YOW,YHZ,773,04/10/2016 06:14:00,04/10/2016 08:38:00
YOW,YHZ,584,04/10/2016 07:39:00,05/10/2016 00:27:00
YOW,YHZ,174,04/10/2016 09:44:00,04/10/2016 14:32:00
YOW,YHZ,850,04/10/2016 17:33:00,05/10/2016 03:09:00
YOW,YHZ,533,04/10/2016 18:42:00,05/10/2016 04:18:00
YOW,YHZ,139,04/10/2016 20:26:00,05/10/2016 10:50:00
YOW,YHZ,721,04/10/2016 22:05:00,05/10/2016 10:05:00
YOW,YQB,150,01/10/2016 09:32:00,01/10/2016 16:44:00
YOW,YQB,871,02/10/2016 02:17:00,02/10/2016 07:05:00
YOW,YQB,929,02/10/2016 14:51:00,03/10/2016 02:51:00
YOW,YQB,484,02/10/2016 16:26:00,02/10/2016 23:38:00
YOW,YQB,946,02/10/2016 17:25:00,03/10/2016 03:01:00
YOW,YQB,671,02/10/2016 21:24:00,03/10/2016 02:12:00
YOW,YQB,836,03/10/2016 00:40:00,03/10/2016 12:40:00
YOW,YQB,858,03/10/2016 04:03:00,03/10/2016 08:51:00
YOW,YQB,237,03/10/2016 04:35:00,03/10/2016 18:59:00
YOW,YQB,277,03/10/2016 15:16:00,04/10/2016 03:16:00
YOW,YQB,197,03/10/2016 18:14:00,04/10/2016 08:38:00
YOW,YQM,117,01/10/2016 00:48:00,01/10/2016 05:36:00
YOW,YQM,795,01/10/2016 01:25:00,01/10/2016 08:37:00
YOW,YQM,890,01/10/2016 02:20:00,01/10/2016 04:44:00
YOW,YQM,182,01/10/2016 03:27:00,01/10/2016 13:03:00
YOW,YQM,857,01/10/2016 06:33:00,01/10/2016 08:57:00
YOW,YQM,868,01/10/2016 14:36:00,01/10/2016 19:24:00
YOW,YQM,300,01/10/2016 15:50:00,01/10/2016 20:38:00
YOW,YQM,952,01/10/2016 17:20:00,02/10/2016 12:32:00
YOW,YQM,976,01/10/2016 17:41:00,01/10/2016 20:05:00
YOW,YQM,490,02/10/2016 03:12:00,02/10/2016 17:36:00
YOW,YQM,811,02/10/2016 20:53:00,03/10/2016 06:29:00
YOW,YQM,940,02/10/2016 22:27:00,03/10/2016 12:51:00
YOW,YQM,973,03/10/2016 07:21:00,04/10/2016 00:09:00
YOW,YQM,685,03/10/2016 12:57:00,04/10/2016 03:21:00
YOW,YQM,414,03/10/2016 19:53:00,04/10/2016 07:53:00
YOW,YQM,637,03/10/2016 22:49:00,04/10/2016 03:37:00
YOW,YQM,111,04/10/2016 02:22:00,04/10/2016 04:46:00
YOW,YQM,829,04/10/2016 08:10:00,04/10/2016 12:58:00
YOW,YQM,926,04/10/2016 12:25:00,04/10/2016 22:01:00
YOW,YQM,391,04/10/2016 16:29:00,04/10/2016 21:17:00
YOW,YQM,402,04/10/2016 18:19:00,05/10/2016 06:19:00
YOW,YQM,933,04/10/2016 20:26:00,05/10/2016 08:26:00
YOW,YTZ,948,01/10/2016 06:54:00,01/10/2016 09:18:00
YOW,YTZ,459,01/10/2016 07:45:00,01/10/2016 22:09:00
YOW,YTZ,778,01/10/2016 15:59:00,02/10/2016 06:23:00
YOW,YTZ,659,02/10/2016 07:41:00,02/10/2016 14:53:00
YOW,YTZ,422,03/10/2016 06:02:00,03/10/2016 13:14:00
YOW,YTZ,419,03/10/2016 17:44:00,04/10/2016 12:56:00
YOW,YTZ,384,04/10/2016 04:41:00,04/10/2016 11:53:00
YOW,YTZ,983,04/10/2016 05:21:00,04/10/2016 14:57:00
YOW,YTZ,516,04/10/2016 09:05:00,04/10/2016 18:41:00
YOW,YTZ,823,04/10/2016 10:16:00,05/10/2016 05:28:00
YOW,YTZ,339,04/10/2016 22:32:00,05/10/2016 03:20:00
YOW,YUL,656,01/10/2016 02:22:00,01/10/2016 09:34:00
YOW,YUL,565,02/10/2016 00:52:00,02/10/2016 08:04:00
YOW,YUL,910,02/10/2016 02:53:00,02/10/2016 05:17:00
YOW,YUL,686,02/10/2016 23:03:00,03/10/2016 13:27:00
YOW,YUL,833,03/10/2016 10:46:00,04/10/2016 05:58:00
YOW,YUL,781,03/10/2016 12:26:00,04/10/2016 02:50:00
YOW,YUL,857,03/10/2016 15:28:00,03/10/2016 20:16:00
YOW,YUL,477,03/10/2016 18:46:00,04/10/2016 06:46:00
YOW,YUL,999,04/10/2016 11:36:00,04/10/2016 18:48:00
YOW,YUL,463,04/10/2016 12:19:00,04/10/2016 21:55:00
YOW,YUL,271,04/10/2016 22:58:00,05/10/2016 15:46:00
YOW,YVR,213,01/10/2016 11:47:00,01/10/2016 23:47:00
YOW,YVR,132,02/10/2016 00:07:00,02/10/2016 02:31:00
YOW,YVR,162,02/10/2016 01:18:00,02/10/2016 20:30:00
